id,setid,long_ft,short_ft,row,col,block,dbh,year,site,name,Nline,NEline,Eline,SEline,Sline,SWline,Wline,NWline,Line_Index,Area_Index,sName2,sName2,N_DBH,NE_DBH,E_DBH,SE_DBH,S_DBH,SW_DBH,W_DBH,NW_DBH,sName3,DBH_Count,cDBH_AVG,DBH_Ratio,Sum_DBH_Ratio1_sD,Sum_DBH_Ratio2_cD,BA_Ratio,Sum_BA_Ratio,,,,,,,,,,,,,,,,
303,2,9,9,9,3,3,8.6,2012,U07m,80XAA04,5.4,7.3,7.4,9.7,5.9,220,1,9,9,10,11,11,7.6,2013,U07m,NM6,9,6.5,5.8,6.1,4.5,8.3,9,8.6,57.82,150.73,NM6,NM6,0,7.3,4.2,8.3,7.7,4,0,3.6,NM6,6,4.39,1.73,4.62,8.76,2.03,3.95
304,2,9,9,10,3,3,4.6,2012,U07m,80XAA04,3.1,9.1,5.7,12.7,9,221,1,9,9,11,11,11,7.7,2013,U07m,NM6,4.5,8.2,4.3,8,4.3,12.7,5.9,12.7,60.77,143.38,NM6,NM6,7.6,4.2,8.3,4.6,8.3,0,4,0,NM6,6,4.63,1.66,4.81,8.3,1.89,4.22
305,2,9,9,11,3,3,na,2012,U07m,80XAA04,0,0,0,0,0,222,1,9,9,12,11,11,8.3,2013,U07m,NM6,4.7,6.4,5.8,9.2,5.9,10.3,9,8.6,59.74,156.92,NM6,NM6,7.7,8.3,4.6,3.2,4.4,2,0,4,NM6,7,4.28,1.94,4.12,14.59,2.77,2.89
306,2,9,9,12,3,3,9.4,2012,U07m,80XAA04,9,12.7,9,8.5,5.4,223,1,9,9,13,11,11,4.4,2013,U07m,NM6,3.1,6.2,5.2,4.8,5,12.7,6.2,12.7,55.93,127.51,NM6,NM6,8.3,4.6,3.2,7.3,3.6,0,2,0,NM6,6,3.63,1.21,6.59,6.89,0.91,8.81
307,2,9,9,13,3,3,6.2,2012,U07m,82XAA04,3.6,12.7,5.1,12.7,4.3,224,1,9,9,14,11,11,3.6,2013,U07m,NM6,4,6.7,3,4.7,3.6,12.7,9,8.2,51.91,121.8,NM6,NM6,4.4,3.2,7.3,6.2,5.5,0,0,2,NM6,6,3.58,1.01,7.94,5.47,0.67,12
308,2,9,9,14,3,3,6.7,2012,U07m,82XAA04,4.7,7.5,9,6.3,4.9,225,1,9,9,15,11,11,5.5,2013,U07m,NM6,5.4,5.5,4.2,6.4,4.2,12.7,9,12.7,60.19,162.25,NM6,NM6,3.6,7.3,6.2,5.5,6.2,0,0,0,NM6,5,3.6,1.53,5.24,5.06,1.4,5.73
309,2,9,9,15,3,3,5.6,2012,U07m,82XAA04,4.1,12.7,4.1,5.4,4.3,226,1,9,9,16,11,11,6.2,2013,U07m,NM6,4.8,6.4,4.8,7,4.1,5.6,9,12.7,54.34,131.39,NM6,NM6,5.5,6.2,5.5,5.1,7.3,7.9,0,0,NM6,6,4.69,1.32,6.05,6.1,1.28,6.26
310,2,9,9,16,3,3,6.2,2012,U07m,82XAA04,4.7,6.1,4,8.1,4.2,227,1,9,9,17,11,11,7.3,2013,U07m,NM6,4.9,7.3,5.3,6.8,4.8,12.7,4.3,12.7,58.83,132.85,NM6,NM6,6.2,5.5,5.1,6.3,6.4,0,7.9,0,NM6,6,4.67,1.56,5.12,7.16,1.79,4.46
311,2,9,9,17,3,3,7.1,2012,U07m,83XAA04,4.8,6.1,6,6.1,4.7,228,1,9,9,18,11,11,6.4,2013,U07m,NM6,4.2,7.1,4.5,7,4.6,6.7,9,5.7,48.73,102.94,NM6,NM6,7.3,5.1,6.3,5.3,6.2,5.8,0,7.9,NM6,7,5.49,1.17,6.86,7.3,1.16,6.87
312,2,9,9,18,3,3,6.4,2012,U07m,83XAA04,4.3,8.2,4.1,6.6,5.1,229,1,9,9,19,11,11,6.2,2013,U07m,NM6,4.4,6.3,4.9,5.2,4.6,7.9,4.7,12.7,50.7,104.89,NM6,NM6,6.4,6.3,5.3,8.9,5.9,3.8,5.8,0,NM6,7,5.3,1.17,6.84,7.57,1.14,7.05
313,2,9,9,19,3,3,4.8,2012,U07m,83XAA04,3.9,4.9,4,5.8,3.8,230,1,9,9,20,11,11,5.9,2013,U07m,NM6,4.4,6.7,3.6,5.4,4.2,12.7,5.5,6.4,48.91,99.9,NM6,NM6,6.2,5.3,8.9,8.1,6.6,0,3.8,5.8,NM6,7,5.59,1.06,7.58,6.92,0.92,8.7
314,2,9,9,20,3,3,6.6,2012,U07m,83XAA04,5.2,6.7,4.8,6.2,3.9,231,1,9,9,21,11,11,6.6,2013,U07m,NM6,4.8,5.4,4,12.7,9,12.7,9,8.1,65.75,195.8,NM6,NM6,5.9,8.9,8.1,0,0,0,0,3.8,NM6,4,3.34,1.98,4.05,4.41,1.8,4.46
315,2,9,9,21,3,3,8.5,2012,U07m,NM6,5.1,7.6,4.9,12.7,9,232,1,9,9,1,12,12,8.3,2013,U07m,NM6,9,12.7,9,12.7,4.5,6.6,5.5,12.7,72.73,230.06,NM6,NM6,0,0,0,0,8.2,7.8,5.4,0,NM6,3,2.67,3.1,2.58,3.61,3.5,2.28
316,2,9,9,1,4,4,na,2012,U07m,85XAA04,0,0,0,0,0,233,1,9,9,2,12,12,8.2,2013,U07m,NM6,4.5,12.7,9,12.7,5.1,6.7,4.6,7.7,62.96,171.39,NM6,NM6,8.3,0,0,0,6.4,7.4,7.8,5.4,NM6,5,4.41,1.86,4.3,5.95,2.11,3.79
317,2,9,9,2,4,4,4.2,2012,U07m,85XAA04,9,7.7,3.5,6,9,234,1,9,9,3,12,12,6.4,2013,U07m,NM6,3.9,12.7,9,12.7,4.5,7,4.2,5.7,59.77,156.82,NM6,NM6,8.2,0,0,0,6.4,5.3,7.4,7.8,NM6,5,4.39,1.46,5.48,4.67,1.3,6.15
318,2,9,9,3,4,4,na,2012,U07m,85XAA04,0,0,0,0,0,235,1,9,9,4,12,12,6.4,2013,U07m,NM6,4.5,12.7,9,12.7,4.1,6.3,4.9,5.9,60.21,159.61,NM6,NM6,6.4,0,0,0,7.6,6.5,5.3,7.4,NM6,5,4.15,1.54,5.19,4.9,1.46,5.46
319,2,9,9,4,4,4,na,2012,U07m,85XAA04,0,0,0,0,0,236,1,9,9,5,12,12,7.6,2013,U07m,NM6,4.9,12.7,9,12.7,4.3,7.1,4.9,7.5,63.05,171.01,NM6,NM6,6.4,0,0,0,8.3,6.1,6.5,5.3,NM6,5,4.08,1.87,4.29,5.95,2.13,3.76
320,2,9,9,5,4,4,6.2,2012,U07m,18XAG04,9,4.9,9,12.7,4.7,237,1,9,9,6,12,12,8.3,2013,U07m,NM6,4.7,12.7,9,12.7,4.5,7,5.2,7.1,63,171.27,NM6,NM6,7.6,0,0,0,8.4,6.7,6.1,6.5,NM6,5,4.41,1.88,4.25,5.96,2.18,3.67
321,2,9,9,6,4,4,5.6,2012,U07m,18XAG04,4.3,12.7,9,12.7,5.5,238,1,9,9,7,12,12,8.4,2013,U07m,NM6,4.5,12.7,9,12.7,4.5,6.1,5,7.4,61.94,166.89,NM6,NM6,8.3,0,0,0,8.4,9.2,6.7,6.1,NM6,5,4.84,1.74,4.61,5.56,1.84,4.34
322,2,9,9,7,4,4,3.6,2012,U07m,18XAG04,3.5,12.7,9,12.7,3.2,239,1,9,9,8,12,12,8.4,2013,U07m,NM6,4.5,12.7,9,12.7,4.8,12.7,4.3,7.1,67.87,185.93,NM6,NM6,8.4,0,0,0,7.3,0,9.2,6.7,NM6,4,3.95,2.13,3.76,4.32,2.23,3.59
323,2,9,9,8,4,4,6.4,2012,U07m,18XAG04,5.8,12.7,9,7.4,7,240,1,9,9,9,12,12,7.3,2013,U07m,NM6,4.2,12.7,9,12.7,5.7,6.2,9,5.6,65.22,184.23,NM6,NM6,8.4,0,0,0,4.2,7.6,0,9.2,NM6,4,3.68,1.99,4.03,4.36,1.85,4.33
324,2,9,9,9,4,4,1.8,2012,U07m,85XAA04,2,12.7,2.5,4,3.6,241,1,9,9,10,12,12,4.2,2013,U07m,NM6,3.3,12.7,9,12.7,3,4.5,3.2,12.7,61.19,148.5,NM6,NM6,7.3,0,0,0,8.3,7.7,7.6,0,NM6,4,3.86,1.09,7.36,2.18,0.59,13.56
325,2,9,9,10,4,4,2.7,2012,U07m,85XAA04,5.4,4.7,3.6,3,9,242,1,9,9,11,12,12,8.3,2013,U07m,NM6,6,12.7,9,12.7,5.8,6.4,4.7,6.6,63.9,182.49,NM6,NM6,4.2,0,0,0,4.6,8.3,7.7,7.6,NM6,5,4.05,2.05,3.9,6.95,2.45,3.26
326,2,9,9,11,4,4,na,2012,U07m,85XAA04,0,0,0,0,0,243,1,9,9,12,12,12,4.6,2013,U07m,NM6,3.2,12.7,9,12.7,5.3,6.5,3.2,4.8,57.45,149.72,NM6,NM6,8.3,0,0,0,3.2,4.4,8.3,7.7,NM6,5,3.99,1.15,6.93,4.19,0.75,10.71
327,2,9,9,12,4,4,na,2012,U07m,85XAA04,0,0,0,0,0,244,1,9,9,13,12,12,3.2,2013,U07m,NM6,3.7,12.7,9,12.7,2.7,6,3.8,3.5,54.21,133.16,NM6,NM6,4.6,0,0,0,7.3,3.6,4.4,8.3,NM6,5,3.52,0.91,8.81,3.14,0.47,17.15
328,2,9,9,13,4,4,4.7,2012,U07m,84XAA04,9,5.1,5.6,6.2,9,245,1,9,9,14,12,12,7.3,2013,U07m,NM6,6.3,12.7,9,12.7,4.9,7.3,6,7.9,66.81,193.51,NM6,NM6,3.2,0,0,0,6.2,5.5,3.6,4.4,NM6,5,2.86,2.55,3.14,8.47,3.83,2.09
329,2,9,9,14,4,4,na,2012,U07m,84XAA04,0,0,0,0,0,246,1,9,9,15,12,12,6.2,2013,U07m,NM6,4.1,12.7,9,12.7,4.8,6.4,4.8,8.1,62.54,167.87,NM6,NM6,7.3,0,0,0,5.5,6.2,5.5,3.6,NM6,5,3.51,1.77,4.53,5.83,1.86,4.3
330,2,9,9,15,4,4,6.8,2012,U07m,84XAA04,9,7.3,4.5,7.4,4.3,247,1,9,9,16,12,12,5.5,2013,U07m,NM6,4.2,12.7,9,12.7,4.7,5.5,4.2,6.4,59.42,157.3,NM6,NM6,6.2,0,0,0,5.1,7.3,6.2,5.5,NM6,5,3.79,1.45,5.51,4.61,1.3,6.16
331,2,9,9,16,4,4,7.6,2012,U07m,84XAA04,4.8,6.8,5.5,12.7,6.2,248,1,9,9,17,12,12,5.1,2013,U07m,NM6,4.3,12.7,9,12.7,4,5.6,3.7,5.7,57.9,150.34,NM6,NM6,5.5,0,0,0,6.3,6.4,7.3,6.2,NM6,5,3.96,1.29,6.22,4.05,1.03,7.79
332,2,9,9,17,4,4,3.5,2012,U07m,82XAA04,2.8,5.3,9,6.2,2.8,249,1,9,9,18,12,12,6.3,2013,U07m,NM6,5,12.7,9,12.7,4.9,6.4,4.5,5.9,61.09,166.26,NM6,NM6,5.1,0,0,0,5.3,6.2,6.4,7.3,NM6,5,3.79,1.66,4.81,5.29,1.7,4.71
333,2,9,9,18,4,4,7.6,2012,U07m,82XAA04,6.2,12.7,6.1,10.2,5.1,250,1,9,9,19,12,12,5.3,2013,U07m,NM6,4.1,12.7,9,12.7,3.4,6,4.1,5.8,57.86,147.44,NM6,NM6,6.3,0,0,0,8.9,5.9,6.2,6.4,NM6,5,4.21,1.26,6.36,4.02,0.96,8.3
334,2,9,9,19,4,4,5.9,2012,U07m,82XAA04,3.9,7.8,6.8,12.7,4.6,251,1,9,9,20,12,12,8.9,2013,U07m,NM6,5.6,12.7,9,12.7,4.7,7.3,5.4,7.5,65.03,183.06,NM6,NM6,5.3,0,0,0,8.1,6.6,5.9,6.2,NM6,5,4.01,2.22,3.61,7.07,3.01,2.66
335,2,9,9,20,4,4,5.7,2012,U07m,82XAA04,4.4,9.5,9,5.8,4,252,1,9,9,21,12,12,8.1,2013,U07m,NM6,4.3,12.7,9,12.7,9,12.7,5,7.4,72.8,227.69,NM6,NM6,8.9,0,0,0,0,0,6.6,5.9,NM6,3,2.67,3.03,2.64,3.51,3.33,2.4
336,2,9,9,21,4,4,7,2012,U07m,NM6,5,12.7,4.6,12.7,9,253,2,9,9,1,1,1,5,2012,U07m,17XGA24,9,12.7,3.4,5.8,5.8,12.7,9,12.7,71.2,222.4,17XGA24,17XGA24,0,0,8.3,6,2.7,0,0,0,17XGA24,3,2.13,2.35,3.4,3.29,1.78,4.49
337,2,9,9,1,5,5,2.7,2012,U07m,81XAA04,9,12.7,2.1,3.7,2.6,254,2,9,9,2,1,1,2.7,2012,U07m,17XGA04,3.2,3.1,2.8,4.1,2.5,12.7,9,12.7,50.07,120.41,17XGA04,17XGA04,5,8.3,6,5.7,7.2,0,0,0,17XGA04,5,4.03,0.67,11.93,2.16,0.27,29.39
338,2,9,9,2,5,5,6.7,2012,U07m,81XAA04,6.4,5.5,4.5,6.7,5.3,255,2,9,9,3,1,1,7.2,2012,U07m,17XGA04,6.5,6.9,5,9.2,6.1,12.7,9,12.7,68.24,202.44,17XGA04,17XGA04,2.7,6,5.7,2.8,3.4,0,0,0,17XGA04,5,2.57,2.8,2.86,9.82,4.36,1.84
339,2,9,9,3,5,5,4.7,2012,U07m,81XAA04,3.7,5.2,4,12.7,2.9,256,2,9,9,4,1,1,3.4,2012,U07m,17XGA5,2.9,4.8,4.9,4.2,3.5,12.7,9,12.7,54.71,135.29,17XGA5,17XGA5,7.2,5.7,2.8,6.9,5.4,0,0,0,17XGA5,5,3.5,0.97,8.24,3.41,0.55,14.61
340,2,9,9,4,5,5,9.8,2012,U07m,81XAA04,6.1,7.9,9,8.1,9,257,2,9,9,5,1,1,5.4,2012,U07m,82XAA04,5.5,8.4,4,6.4,5.1,12.7,9,12.7,63.74,176.99,82XAA04,82XAA04,3.4,2.8,6.9,5.4,4.2,0,0,0,82XAA04,5,2.84,1.9,4.2,6.59,2.05,3.9
341,2,9,9,5,5,5,na,2012,U07m,2XT4E04,0,0,0,0,0,258,2,9,9,6,1,1,4.2,2012,U07m,82XAA04,3.9,4.8,3.9,4.9,3.2,12.7,9,12.7,55.33,139.21,82XAA04,82XAA04,5.4,6.9,5.4,6.6,7.5,0,0,0,82XAA04,5,3.98,1.06,7.57,3.36,0.69,11.66
342,2,9,9,6,5,5,na,2012,U07m,2XT4E04,0,0,0,0,0,259,2,9,9,7,1,1,7.5,2012,U07m,82XAA04,5.8,7.4,4.8,8.2,9,12.7,9,12.7,69.57,214.85,82XAA04,82XAA04,4.2,5.4,6.6,4.2,0,0,0,0,82XAA04,4,2.55,2.94,2.72,6.1,4.17,1.92
343,2,9,9,7,5,5,na,2012,U07m,2XT4E04,0,0,0,0,0,260,2,9,9,8,1,1,na,2012,U07m,82XAA04,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,7.5,6.6,4.2,3.9,0,0,0,0,82XAA04,4,2.77,0,0,0,0,0
344,2,9,9,8,5,5,na,2012,U07m,2XT4E04,0,0,0,0,0,261,2,9,9,9,1,1,na,2012,U07m,2XT4E04,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,4.2,3.9,5.4,0,0,0,0,2XT4E04,3,1.69,0,0,0,0,0
345,2,9,9,9,5,5,4.6,2012,U07m,84XAA04,9,5.9,5.8,5.2,4.8,262,2,9,9,10,1,1,na,2012,U07m,2XT4E04,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,3.9,5.4,7.4,0,0,0,0,2XT4E04,3,2.09,0,0,0,0,0
346,2,9,9,10,5,5,4,2012,U07m,84XAA04,4.2,7.8,3.4,9.6,2.9,263,2,9,9,11,1,1,na,2012,U07m,2XT4E04,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,5.4,7.4,7.1,0,0,0,0,2XT4E04,3,2.49,0,0,0,0,0
347,2,9,9,11,5,5,8.6,2012,U07m,84XAA04,6.1,7.2,7.8,8,4.9,264,2,9,9,12,1,1,na,2012,U07m,2XT4E04,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,7.4,7.1,0,7.5,0,0,0,2XT4E04,3,2.75,0,0,0,0,0
348,2,9,9,12,5,5,7.1,2012,U07m,84XAA04,4.1,10.8,5.2,12.7,6.5,265,2,9,9,13,1,1,7.5,2012,U07m,83XAA04,9,6.5,9,7.9,4.2,12.7,9,12.7,71.1,218.96,83XAA04,83XAA04,0,7.1,0,4.6,8.5,0,0,0,83XAA04,3,2.52,2.97,2.69,3.57,3.13,2.56
349,2,9,9,13,5,5,2.8,2012,U07m,17XGA04,2.5,4.5,9,12.7,3.2,266,2,9,9,14,1,1,8.5,2012,U07m,83XAA04,4.8,12.7,5.8,9.6,4.5,12.7,9,12.7,71.88,205.56,83XAA04,83XAA04,7.5,0,4.6,2.8,8.5,0,0,0,83XAA04,4,2.92,2.91,2.75,7.02,3.67,2.18
350,2,9,9,14,5,5,5,2012,U07m,17XGA04,5.8,12.7,9,12.7,3.8,267,2,9,9,15,1,1,8.5,2012,U07m,83XAA04,4.5,8.3,6.8,12.7,4.7,12.7,9,12.7,71.38,206.6,83XAA04,83XAA04,8.5,4.6,2.8,0,7.9,0,0,0,83XAA04,4,2.97,2.86,2.8,6.96,3.53,2.27
351,2,9,9,15,5,5,6.7,2012,U07m,17XGA04,5.2,12.7,9,8.9,5.2,268,2,9,9,16,1,1,7.9,2012,U07m,83XAA04,4.3,9.4,9,7.5,5.2,12.7,9,12.7,69.92,206.09,83XAA04,83XAA04,8.5,2.8,0,5.5,5.7,0,0,0,83XAA04,4,2.81,2.81,2.85,6.57,3.5,2.29
352,2,9,9,16,5,5,4.9,2012,U07m,17XGA04,3.8,12.7,5.7,6.8,9,269,2,9,9,17,1,1,5.7,2012,U07m,81XAA04,3.8,12.7,4.6,6.5,3.7,12.7,9,12.7,65.74,171.1,81XAA04,81XAA04,7.9,0,5.5,5.4,8.3,0,0,0,81XAA04,4,3.39,1.68,4.75,3.5,1.36,5.87
353,2,9,9,17,5,5,na,2012,U07m,85XAA04,0,0,0,0,0,270,2,9,9,18,1,1,8.3,2012,U07m,81XAA04,5.3,7.7,5.5,6.4,4.9,12.7,9,12.7,64.15,179.36,81XAA04,81XAA04,5.7,5.5,5.4,8.2,7.1,0,0,0,81XAA04,5,3.99,2.08,3.84,6.68,2.63,3.04
354,2,9,9,18,5,5,3.7,2012,U07m,85XAA04,9,5.9,3.4,5.1,5.9,271,2,9,9,19,1,1,7.1,2012,U07m,81XAA04,4.1,7.2,4.2,6.5,5.9,12.7,9,12.7,62.43,170.78,81XAA04,81XAA04,8.3,5.4,8.2,6.8,3.7,0,0,0,81XAA04,5,4.05,1.75,4.56,6,1.79,4.47
355,2,9,9,19,5,5,1.9,2012,U07m,85XAA04,3.1,3,2.3,2.8,9,272,2,9,9,20,1,1,3.7,2012,U07m,81XAA04,3.1,4,3.2,6.6,9,12.7,9,12.7,60.3,172.67,81XAA04,81XAA04,7.1,8.2,6.8,3.4,0,0,0,0,81XAA04,4,3.19,1.16,6.89,2.6,0.62,12.82
356,2,9,9,20,5,5,na,2012,U07m,85XAA04,0,0,0,0,0,273,2,9,9,21,1,1,na,2012,U07m,NM6,0,0,0,0,0,0,0,0,0,0,NM6,NM6,3.7,6.8,3.4,0,0,0,0,0,NM6,3,1.74,0,0,0,0,0
357,2,9,9,21,5,5,6.8,2012,U07m,NM6,9,6.4,4.3,12.7,9,274,2,9,9,1,2,2,8.3,2012,U07m,80XAA04,9,12.7,4.7,6.4,5.2,9.6,5.6,12.7,66.07,187.02,80XAA04,80XAA04,0,0,7.5,8.1,6,2.7,5,0,80XAA04,5,3.66,2.27,3.53,8.25,2.9,2.76
358,2,9,9,1,6,6,8.9,2012,U07m,81XAA04,9,12.7,4.9,6.8,5.1,275,2,9,9,2,2,2,6,2012,U07m,80XAA04,3.8,5.7,3.8,6.3,4.6,5.8,6.2,6.9,43.07,80.54,80XAA04,80XAA04,8.3,7.5,8.1,6.2,5.7,7.2,2.7,5,80XAA04,8,6.34,0.95,8.45,8.54,0.83,9.61
359,2,9,9,2,6,6,6.7,2012,U07m,81XAA04,3.9,6.1,4.2,6.5,4.7,276,2,9,9,3,2,2,5.7,2012,U07m,80XAA04,4.4,5.3,4.3,5.1,6,8,4,8.6,45.65,88.47,80XAA04,80XAA04,6,8.1,6.2,8.6,2.8,3.4,7.2,2.7,80XAA04,8,5.63,1.01,7.89,9.85,0.89,9
360,2,9,9,3,6,6,6,2012,U07m,81XAA04,4.3,5.6,4.3,5.5,9,277,2,9,9,4,2,2,2.8,2012,U07m,80XAA04,3,4,2.2,5.1,2.6,4.3,4.1,3.6,28.8,34.99,80XAA04,80XAA04,5.7,6.2,8.6,4.2,6.9,5.4,3.4,7.2,80XAA04,8,5.95,0.47,17,4.07,0.21,38.61
361,2,9,9,4,6,6,na,2012,U07m,81XAA04,0,0,0,0,0,278,2,9,9,5,2,2,6.9,2012,U07m,84XAA04,6.4,5.7,5.6,8.6,5,7.9,5,8.5,52.81,119.2,84XAA04,84XAA04,2.8,8.6,4.2,3.3,5.4,4.2,5.4,3.4,84XAA04,8,4.66,1.48,5.41,13.23,1.93,4.16
362,2,9,9,5,6,6,5.6,2012,U07m,82XAA04,9,5.3,7.9,12.7,3.8,279,2,9,9,6,2,2,5.4,2012,U07m,84XAA04,4,7.2,5.6,6.7,4,5.3,5.1,6.4,44.24,84.54,84XAA04,84XAA04,6.9,4.2,3.3,4.8,6.6,7.5,4.2,5.4,84XAA04,8,5.36,1.01,7.94,8.65,0.95,8.43
363,2,9,9,6,6,6,7.7,2012,U07m,82XAA04,5.2,11.5,9,8.7,4.8,280,2,9,9,7,2,2,6.6,2012,U07m,84XAA04,4.9,8.5,5.2,6.8,5.5,12.7,4.2,7.8,55.64,125.04,84XAA04,84XAA04,5.4,3.3,4.8,5.8,4.2,0,7.5,4.2,84XAA04,7,4.4,1.5,5.33,9.76,1.85,4.32
364,2,9,9,7,6,6,6.6,2012,U07m,82XAA04,4.2,12.7,5.8,8.8,5,281,2,9,9,8,2,2,4.2,2012,U07m,84XAA04,3.5,5.9,3.8,4.2,4.7,12.7,9,4.6,48.36,109.45,84XAA04,84XAA04,6.6,4.8,5.8,8.6,3.9,0,0,7.5,84XAA04,6,4.65,0.9,8.86,4.36,0.57,13.93
365,2,9,9,8,6,6,5.3,2012,U07m,82XAA04,4,7.6,5.7,6.7,6.1,282,2,9,9,9,2,2,3.9,2012,U07m,18XAG04,4.3,5.1,2.8,5.8,3.8,12.7,9,12.7,56.33,143.99,18XAG04,18XAG04,4.2,5.8,8.6,4.6,5.4,0,0,0,18XAG04,5,3.58,1.09,7.33,3.62,0.69,11.54
366,2,9,9,9,6,6,2.5,2012,U07m,18XAG04,2.9,5.8,3.1,5,2.4,283,2,9,9,10,2,2,5.4,2012,U07m,18XAG04,5.2,4.9,4.9,12.7,3.8,12.7,9,12.7,65.98,178.06,18XAG04,18XAG04,3.9,8.6,4.6,0,7.4,0,0,0,18XAG04,4,3.06,1.76,4.54,3.92,1.41,5.66
367,2,9,9,10,6,6,6.7,2012,U07m,18XAG04,6.6,7.5,5.7,6.9,7.5,284,2,9,9,11,2,2,7.4,2012,U07m,18XAG04,5.2,7.8,9,5.6,4.6,12.7,9,12.7,66.71,191.44,18XAG04,18XAG04,5.4,4.6,0,9.4,7.1,0,0,0,18XAG04,4,3.31,2.23,3.58,4.81,2.32,3.45
368,2,9,9,11,6,6,1.3,2012,U07m,18XAG04,1.5,3.2,1.7,12.7,1.8,285,2,9,9,12,2,2,7.1,2012,U07m,18XAG04,4.4,12.7,3.9,6.8,9,6.2,9,12.7,64.72,167.9,18XAG04,18XAG04,7.4,0,9.4,6.2,0,7.5,0,0,18XAG04,4,3.81,1.86,4.3,3.81,1.7,4.72
369,2,9,9,12,6,6,5.1,2012,U07m,18XAG04,7.2,6,9,4.8,9,286,2,9,9,13,2,2,na,2012,U07m,81XAA04,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,7.1,9.4,6.2,6.7,4.6,8.5,7.5,0,81XAA04,7,6.25,0,0,0,0,0
370,2,9,9,13,6,6,na,2012,U07m,1XTE04,0,0,0,0,0,287,2,9,9,14,2,2,4.6,2012,U07m,81XAA04,9,5.4,3.7,5.7,5.6,4.5,3.2,4.8,41.89,77.7,81XAA04,81XAA04,0,6.2,6.7,5.6,2.8,8.5,8.5,7.5,81XAA04,7,5.72,0.8,9.96,5.59,0.52,15.28
371,2,9,9,14,6,6,na,2012,U07m,1XTE04,0,0,0,0,0,288,2,9,9,15,2,2,2.8,2012,U07m,81XAA04,3.4,3.8,3,4,9,3.3,2.2,3.2,31.83,44.8,81XAA04,81XAA04,4.6,6.7,5.6,6.2,0,7.9,8.5,8.5,81XAA04,7,6,0.47,17.14,2.99,0.18,43.72
372,2,9,9,15,6,6,na,2012,U07m,1XTE04,0,0,0,0,0,289,2,9,9,16,2,2,na,2012,U07m,81XAA04,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,2.8,5.6,6.2,7.1,5.5,5.7,7.9,8.5,81XAA04,8,6.16,0,0,0,0,0
373,2,9,9,16,6,6,2.9,2012,U07m,1XTE04,9,3.5,2.2,12.7,3.6,290,2,9,9,17,2,2,5.5,2012,U07m,80XAA04,9,6,3.9,5.9,4.5,5.1,4.4,5.2,44.05,85.82,80XAA04,80XAA04,0,6.2,7.1,6.4,5.4,8.3,5.7,7.9,80XAA04,7,5.88,0.94,8.55,5.86,0.75,10.67
374,2,9,9,17,6,6,4.3,2012,U07m,82XAA04,5.4,4.2,9,6,3.7,291,2,9,9,18,2,2,5.4,2012,U07m,80XAA04,4.5,5.5,4.1,6.7,3.6,5.5,3.5,6.2,39.63,66.37,80XAA04,80XAA04,5.5,7.1,6.4,4.8,8.2,7.1,8.3,5.7,80XAA04,8,6.64,0.81,9.83,6.73,0.64,12.47
375,2,9,9,18,6,6,6.1,2012,U07m,82XAA04,5.3,12.7,5,7.3,4.7,292,2,9,9,19,2,2,8.2,2012,U07m,80XAA04,5.4,7.1,5.7,7.1,4.9,8.8,4.8,6.3,50.14,107.62,80XAA04,80XAA04,5.4,6.4,4.8,6.6,6.8,3.7,7.1,8.3,80XAA04,8,6.14,1.34,5.99,11.32,1.7,4.7
376,2,9,9,19,6,6,5.6,2012,U07m,82XAA04,4.3,6.9,5,5.4,4.1,293,2,9,9,20,2,2,6.8,2012,U07m,80XAA04,4.1,7.5,4.6,5.7,6,12.7,5.8,6.2,52.55,118.99,80XAA04,80XAA04,8.2,4.8,6.6,8.5,3.4,0,3.7,7.1,80XAA04,7,5.29,1.29,6.22,8.87,1.31,6.09
377,2,9,9,20,6,6,6.7,2012,U07m,82XAA04,4.9,7.6,4.2,8.7,4.3,294,2,9,9,21,2,2,3.4,2012,U07m,NM6,3,4.3,2.6,12.7,9,12.7,9,6.1,59.45,167.45,NM6,NM6,6.8,6.6,8.5,0,0,0,0,3.7,NM6,4,3.2,1.06,7.53,2.33,0.53,15.2
378,2,9,9,21,6,6,7.3,2012,U07m,NM6,4.7,6.3,6.3,12.7,9,295,2,9,9,1,3,3,7.5,2012,U07m,83XAA04,9,12.7,9,8.2,4.3,7.1,4.3,12.7,67.28,200.67,83XAA04,83XAA04,0,0,0,4.2,8.1,6,8.3,0,83XAA04,4,3.33,2.26,3.55,4.87,2.39,3.34
379,2,9,9,1,7,7,7.3,2012,U07m,83XAA04,9,12.7,6.8,12.7,4.4,296,2,9,9,2,3,3,8.1,2012,U07m,83XAA04,4.7,12.7,5.9,12.7,5.1,7.5,5.2,6.3,60.08,146.31,83XAA04,83XAA04,7.5,0,4.2,0,6.2,5.7,6,8.3,83XAA04,6,4.74,1.71,4.68,8.06,2.1,3.81
