id,setid,long_ft,short_ft,row,col,block,dbh,year,site,name,Stems,BA,DBH1,DBH2,DBH3,DBH4,DBH5,DBH6,Ht,Plot,Canker13,Nline,NEline,Eline,SEline,Sline,SWline,Wline,NWline,Line_Index,Area_Index,sName2,sName2,N_DBH,NE_DBH,E_DBH,SE_DBH,S_DBH,SW_DBH,W_DBH,NW_DBH,sName3,DBH_Count,cDBH_AVG,DBH_Ratio,Sum_DBH_Ratio1_sD,Sum_DBH_Ratio2_cD,BA_Ratio,Sum_BA_Ratio
408,2,9,9,4,4,1,0,2012,U07m,85XAA04,NA,0,,,,,,,,20,0,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,0,4.7,9.8,0,6.2,5.6,8.6,6.2,85XAA04,6,5.14,0,0,0,0,0
409,2,9,9,9,4,4,1.8,2012,U07m,85XAA04,1,0.018,1.8,,,,,,21.6,18,0,2,12.7,2.5,4,3.6,3.6,1.6,3,32.94,39.14,85XAA04,85XAA04,6.4,0,4.6,4,2.7,4.6,8.6,5.8,85XAA04,7,4.59,0.39,20.39,2.7,0.12,66.1
410,2,9,9,10,4,4,2.7,2012,U07m,85XAA04,1,0.04,2.7,,,,,,31.3,18,0,5.4,4.7,3.6,3,9,12.7,3.3,3,44.87,93.47,85XAA04,85XAA04,1.8,4.6,4,8.6,0,0,4.6,8.6,85XAA04,6,4.03,0.67,11.93,3.98,0.28,28.74
411,2,9,9,11,4,4,0,2012,U07m,85XAA04,NA,0,,,,,,,,18,0,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,2.7,4,8.6,7.1,0,9.4,0,4.6,85XAA04,6,4.55,0,0,0,0,0
412,2,9,9,12,4,4,0,2012,U07m,85XAA04,NA,0,,,,,,,,18,0,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,0,8.6,7.1,2.8,4.7,6.2,9.4,0,85XAA04,6,4.85,0,0,0,0,0
413,2,9,9,17,5,5,0,2012,U07m,85XAA04,NA,0,,,,,,,,25,0,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,4.9,2.9,4.3,6.1,3.7,7.6,3.5,7.6,85XAA04,8,5.08,0,0,0,0,0
414,2,9,9,18,5,5,3.7,2012,U07m,85XAA04,1,0.075,3.7,,,,,,38.3,25,0,9,5.9,3.4,5.1,5.9,4.9,2.9,6.5,43.69,85.58,85XAA04,85XAA04,0,4.3,6.1,5.6,1.9,5.9,7.6,3.5,85XAA04,7,4.36,0.85,9.43,6.25,0.56,14.28
415,2,9,9,19,5,5,1.9,2012,U07m,85XAA04,1,0.02,1.9,,,,,,21.8,25,0,3.1,3,2.3,2.8,9,3.2,2.2,2.5,28.09,34.23,85XAA04,85XAA04,3.7,6.1,5.6,6.7,0,5.7,5.9,7.6,85XAA04,7,5.16,0.37,21.74,2.35,0.11,69.86
416,2,9,9,20,5,5,0,2012,U07m,85XAA04,NA,0,,,,,,,,25,0,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,1.9,5.6,6.7,0,0,0,5.7,5.9,85XAA04,5,3.22,0,0,0,0,0
417,2,9,9,1,9,2,0,2012,U07m,85XAA04,NA,0,,,,,,,,41,0,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,0,0,8.3,1.2,1.9,0,2.4,0,85XAA04,4,1.73,0,0,0,0,0
418,2,9,9,2,9,2,1.9,2012,U07m,85XAA04,1,0.02,1.9,,,,,,17.4,41,0,9,2.4,5.5,3.4,9,7.1,9,5.6,51.03,110.7,85XAA04,85XAA04,0,8.3,1.2,5.2,0,1.5,0,2.4,85XAA04,5,2.32,0.82,9.79,4.24,0.27,29.19
419,2,9,9,3,9,2,0,2012,U07m,85XAA04,NA,0,,,,,,,,41,0,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,1.9,1.2,5.2,8.1,0,2.4,1.5,0,85XAA04,6,2.54,0,0,0,0,0
420,2,9,9,4,9,2,0,2012,U07m,85XAA04,NA,0,,,,,,,,41,0,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,0,5.2,8.1,4.7,7.8,5.7,2.4,1.5,85XAA04,7,4.42,0,0,0,0,0
421,2,9,9,13,10,3,2,2012,U07m,85XAA04,1,0.022,2,,,,,,23.1,47,0,9,2.6,2.8,4.7,9,3.1,2.1,4.3,37.64,59.63,85XAA04,85XAA04,0,7.8,4.4,3.4,0,6.2,6.6,3.9,85XAA04,6,4.04,0.5,16.15,2.44,0.17,47.24
422,2,9,9,14,10,3,0,2012,U07m,85XAA04,NA,0,,,,,,,,47,0,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,2,4.4,3.4,5.4,0,6.3,6.2,6.6,85XAA04,7,4.29,0,0,0,0,0
423,2,9,9,15,10,3,0,2012,U07m,85XAA04,NA,0,,,,,,,,47,0,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,0,3.4,5.4,5.8,1.3,3.8,6.3,6.2,85XAA04,7,4.03,0,0,0,0,0
424,2,9,9,16,10,3,1.3,2012,U07m,85XAA04,1,0.009,1.3,,,,,,17.6,47,0,9,2.5,1.6,2,1.4,1.9,2.3,2.2,22.89,22.63,85XAA04,85XAA04,0,5.4,5.8,6.9,6.9,7.6,3.8,6.3,85XAA04,7,5.34,0.24,32.85,1.56,0.05,159.71
425,2,9,9,1,11,1,5.4,2012,U07m,NM6,2,0.162,4,3.7,,,,,27.3,51,0,9,12.7,9,12.7,3.8,10.4,3.5,12.7,73.97,222.33,NM6,NM6,0,0,0,0,7.3,1.2,8.3,0,NM6,3,2.1,2.57,3.11,5.89,1.89,4.24
426,2,9,9,2,11,1,7.3,2012,U07m,NM6,1,0.291,7.3,,,,,,33.8,51,2,5.2,12.7,9,12.7,4.5,7.4,7.7,6,65.22,183.62,NM6,NM6,5.4,0,0,0,7.4,5.2,1.2,8.3,NM6,5,3.44,2.12,3.77,10.71,2.35,3.4
427,2,9,9,3,11,1,7.4,2012,U07m,NM6,1,0.299,7.4,,,,,,34.7,51,2,4.5,12.7,9,12.7,5.4,6.1,5.3,11,66.72,186.75,NM6,NM6,7.3,0,0,0,4.9,8.1,5.2,1.2,NM6,5,3.34,2.22,3.61,11.03,2.56,3.13
428,2,9,9,4,11,1,4.9,2012,U07m,NM6,1,0.131,4.9,,,,,,34.9,51,2,3.6,12.7,9,12.7,4.1,6.5,3.4,6.2,58.19,147.91,NM6,NM6,7.4,0,0,0,5.9,4.7,8.1,5.2,NM6,5,3.91,1.25,6.39,4.08,0.94,8.51
429,2,9,9,5,11,2,5.9,2012,U07m,NM6,1,0.19,5.9,,,,,,33.4,52,2,4.9,12.7,9,12.7,4.7,7.8,5,5.4,62.23,169.65,NM6,NM6,4.9,0,0,0,5.5,3.7,4.7,8.1,NM6,5,3.36,1.75,4.56,5.86,1.79,4.47
430,2,9,9,6,11,2,5.5,2012,U07m,NM6,1,0.165,5.5,,,,,,36.4,52,0,4.3,12.7,9,12.7,4.3,7,5.4,6.9,62.38,167.73,NM6,NM6,5.9,0,0,0,5.9,4.5,3.7,4.7,NM6,5,3.09,1.78,4.49,5.74,1.93,4.15
431,2,9,9,7,11,2,5.9,2012,U07m,NM6,1,0.19,5.9,,,,,,32.8,52,2,4.7,12.7,9,12.7,3.6,8.4,5.1,7.8,64.07,171.04,NM6,NM6,5.5,0,0,0,8.9,3,4.5,3.7,NM6,5,3.2,1.84,4.34,6.61,1.83,4.38
432,2,9,9,8,11,2,8.9,2012,U07m,NM6,2,0.433,7.3,5.1,,,,,36,52,0,5.4,12.7,9,12.7,9,9.1,6.7,8.5,73.11,232.55,NM6,NM6,5.9,0,0,0,0,3.6,3,4.5,NM6,4,2.13,4.19,1.91,8.93,8.23,0.97
433,2,9,9,9,11,3,0,2012,U07m,NM6,NA,0,,,,,,,,53,0,0,0,0,0,0,0,0,0,0,0,NM6,NM6,8.9,0,0,0,6.9,0,3.6,3,NM6,4,2.8,0,0,0,0,0
434,2,9,9,10,11,3,6.9,2012,U07m,NM6,2,0.262,5,4.8,,,,,38.4,53,2,9,12.7,9,12.7,4.6,8.1,9,8.4,73.44,233.92,NM6,NM6,0,0,0,0,6.7,4,0,3.6,NM6,3,1.79,3.86,2.07,4.67,5.16,1.55
435,2,9,9,11,11,3,6.7,2012,U07m,NM6,1,0.245,6.7,,,,,,38.9,53,2,4.4,12.7,9,12.7,4.2,12.7,5.6,12.7,74.14,209.05,NM6,NM6,6.9,0,0,0,7.8,0,4,0,NM6,3,2.34,2.87,2.79,3.5,2.89,2.77
436,2,9,9,12,11,3,7.8,2012,U07m,NM6,1,0.332,7.8,,,,,,42.4,53,0,4.8,12.7,9,12.7,5.8,10.1,9,8.4,72.6,222.7,NM6,NM6,6.7,0,0,0,4.4,2,0,4,NM6,4,2.14,3.65,2.19,8.79,5.78,1.38
437,2,9,9,13,11,4,4.4,2012,U07m,NM6,1,0.106,4.4,,,,,,37.3,54,0,3.2,12.7,9,12.7,5.1,12.7,6.2,12.7,74.42,211.59,NM6,NM6,7.8,0,0,0,3.4,0,2,0,NM6,3,1.65,2.67,3,4.06,2.03,3.95
438,2,9,9,14,11,4,3.4,2012,U07m,NM6,1,0.063,3.4,,,,,,30.9,54,0,3.9,12.7,9,12.7,3.5,12.7,9,8,71.6,207.06,NM6,NM6,4.4,0,0,0,5.4,0,0,2,NM6,3,1.48,2.31,3.47,3.1,1.76,4.54
439,2,9,9,15,11,4,5.4,2012,U07m,NM6,1,0.159,5.4,,,,,,35.3,54,0,5.5,12.7,9,12.7,4.3,10.3,9,12.7,76.3,239.11,NM6,NM6,3.4,0,0,0,5.8,1.3,0,0,NM6,3,1.31,4.11,1.94,6.67,4.98,1.61
440,2,9,9,16,11,4,5.8,2012,U07m,NM6,1,0.183,5.8,,,,,,37.4,54,2,4.7,12.7,9,6.3,4.1,5.8,7.4,12.7,62.65,168.09,NM6,NM6,5.4,0,0,6,6.9,6.9,1.3,0,NM6,5,3.31,1.75,4.57,8.18,1.66,4.82
441,2,9,9,17,11,5,6.9,2012,U07m,NM6,1,0.26,6.9,,,,,,39.2,55,0,4.9,12.7,4.8,5.9,4.7,12.7,4.5,10.7,60.93,140.24,NM6,NM6,5.8,0,6,8,6.4,0,6.9,1.3,NM6,6,4.3,1.6,4.99,10.59,1.7,4.7
442,2,9,9,18,11,5,6.4,2012,U07m,NM6,1,0.223,6.4,,,,,,39.1,55,0,4.3,6.6,4,6,4.7,6.7,9,6.1,47.41,99.08,NM6,NM6,6.9,6,8,7.2,5.8,5.8,0,6.9,NM6,7,5.82,1.1,7.28,6.82,1.04,7.67
443,2,9,9,19,11,5,5.8,2012,U07m,NM6,1,0.183,5.8,,,,,,42,55,0,4.3,5.3,4,6.1,4.7,7.9,4.5,12.7,49.53,99.55,NM6,NM6,6.4,8,7.2,6.3,5.3,3.6,5.8,0,NM6,7,5.33,1.09,7.34,7.06,0.99,8.06
444,2,9,9,20,11,5,5.3,2012,U07m,NM6,1,0.153,5.3,,,,,,38.6,55,0,4.3,5.4,4.1,12.7,9,12.7,5.4,6.1,59.7,160.42,NM6,NM6,5.8,7.2,6.3,0,0,0,3.6,5.8,NM6,5,3.59,1.48,5.42,4.88,1.31,6.11
445,2,9,9,17,12,6,6,2012,U07m,NM6,1,0.196,6,,,,,,40,56,0,9,12.7,9,12.7,3.9,6.2,4.2,6.5,64.13,186.54,NM6,NM6,0,0,0,0,8,6.4,6.9,5.8,NM6,4,3.39,1.77,4.52,3.59,1.55,5.17
446,2,9,9,18,12,6,8,2012,U07m,NM6,4,0.35,7.2,2.6,1.9,1.4,,,32.8,56,2,5.1,12.7,9,12.7,4.7,7.4,5,6.8,63.55,175.37,NM6,NM6,6,0,0,0,7.2,5.8,6.4,6.9,NM6,5,4.04,1.98,4.04,6.23,2.44,3.28
447,2,9,9,19,12,6,7.2,2012,U07m,NM6,1,0.283,7.2,,,,,,34.5,56,2,4.3,12.7,9,12.7,4.8,7.3,5,6.7,62.57,169.18,NM6,NM6,8,0,0,0,6.3,5.3,5.8,6.4,NM6,5,3.98,1.81,4.42,5.77,2.01,3.98
448,2,9,9,20,12,6,6.3,2012,U07m,NM6,2,0.214,5.2,3.5,,,,,34.2,56,2,4.2,12.7,9,12.7,9,12.7,4.9,6.6,71.9,224.19,NM6,NM6,7.2,0,0,0,0,0,5.3,5.8,NM6,3,2.29,2.75,2.9,3.15,2.8,2.86
449,3,9,9,1,1,1,0,2011,U07m,17XGA04,NA,0,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,17XGA04,17XGA04,0,0,7.7,5.1,0,0,0,0,17XGA04,2,1.6,0,0,0,0,0
450,3,9,9,2,1,1,0,2011,U07m,17XGA04,NA,0,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,17XGA04,17XGA04,0,7.7,5.1,5.2,0,0,0,0,17XGA04,3,2.25,0,0,0,0,0
451,3,9,9,3,1,1,0,2011,U07m,17XGA04,NA,0,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,17XGA04,17XGA04,0,5.1,5.2,2.6,0,0,0,0,17XGA04,3,1.61,0,0,0,0,0
452,3,9,9,4,1,1,0,2011,U07m,17XGA04,NA,0,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,17XGA04,17XGA04,0,5.2,2.6,0,0,0,0,0,17XGA04,2,0.98,0,0,0,0,0
453,3,9,9,13,5,5,0,2011,U07m,17XGA04,NA,0,,,,,,,,24,,0,0,0,0,0,0,0,0,0,0,17XGA04,17XGA04,0,0,0,0,0,0,0,0,17XGA04,0,0,,0,0,,0
454,3,9,9,14,5,5,0,2011,U07m,17XGA04,NA,0,,,,,,,,24,,0,0,0,0,0,0,0,0,0,0,17XGA04,17XGA04,0,0,0,0,0,0,0,0,17XGA04,0,0,,0,0,,0
455,3,9,9,15,5,5,0,2011,U07m,17XGA04,NA,0,,,,,,,,24,,0,0,0,0,0,0,0,0,0,0,17XGA04,17XGA04,0,0,0,0,0,0,0,0,17XGA04,0,0,,0,0,,0
456,3,9,9,16,5,5,0,2011,U07m,17XGA04,NA,0,,,,,,,,24,,0,0,0,0,0,0,0,0,0,0,17XGA04,17XGA04,0,0,0,0,0,0,0,0,17XGA04,0,0,,0,0,,0
457,3,9,9,9,7,3,0,2011,U07m,17XGA04,NA,0,,,,,,,,33,,0,0,0,0,0,0,0,0,0,0,17XGA04,17XGA04,0,0,0,0,0,0,0,0,17XGA04,0,0,,0,0,,0
458,3,9,9,10,7,3,0,2011,U07m,17XGA04,NA,0,,,,,,,,33,,0,0,0,0,0,0,0,0,0,0,17XGA04,17XGA04,0,0,0,0,0,0,0,0,17XGA04,0,0,,0,0,,0
459,3,9,9,11,7,3,0,2011,U07m,17XGA04,NA,0,,,,,,,,33,,0,0,0,0,0,0,0,0,0,0,17XGA04,17XGA04,0,0,0,0,0,0,0,0,17XGA04,0,0,,0,0,,0
460,3,9,9,12,7,3,0,2011,U07m,17XGA04,NA,0,,,,,,,,33,,0,0,0,0,0,0,0,0,0,0,17XGA04,17XGA04,0,0,0,0,7.7,0,0,0,17XGA04,1,0.96,0,0,0,0,0
461,3,9,9,5,10,2,0,2011,U07m,17XGA04,NA,0,,,,,,,,49,,0,0,0,0,0,0,0,0,0,0,17XGA04,17XGA04,0,4.5,4.8,4.9,0,7.3,7.2,0,17XGA04,5,3.59,0,0,0,0,0
462,3,9,9,6,10,2,0,2011,U07m,17XGA04,NA,0,,,,,,,,49,,0,0,0,0,0,0,0,0,0,0,17XGA04,17XGA04,0,4.8,4.9,5.7,0,6.3,7.3,7.2,17XGA04,6,4.53,0,0,0,0,0
463,3,9,9,7,10,2,0,2011,U07m,17XGA04,NA,0,,,,,,,,49,,0,0,0,0,0,0,0,0,0,0,17XGA04,17XGA04,0,4.9,5.7,8.1,0,7.7,6.3,7.3,17XGA04,6,5,0,0,0,0,0
464,3,9,9,8,10,2,0,2011,U07m,17XGA04,NA,0,,,,,,,,49,,0,0,0,0,0,0,0,0,0,0,17XGA04,17XGA04,0,5.7,8.1,0,0,0,7.7,6.3,17XGA04,4,3.48,0,0,0,0,0
465,3,9,9,9,2,4,0,2011,U07m,18XAG04,NA,0,,,,,,,,8,,0,0,0,0,0,0,0,0,0,0,18XAG04,18XAG04,0,0,7.9,4.6,0,0,0,0,18XAG04,2,1.56,0,0,0,0,0
466,3,9,9,10,2,4,0,2011,U07m,18XAG04,NA,0,,,,,,,,8,,0,0,0,0,0,0,0,0,0,0,18XAG04,18XAG04,0,7.9,4.6,2.5,0,0,0,0,18XAG04,3,1.88,0,0,0,0,0
467,3,9,9,11,2,4,0,2011,U07m,18XAG04,NA,0,,,,,,,,8,,0,0,0,0,0,0,0,0,0,0,18XAG04,18XAG04,0,4.6,2.5,8.4,0,0,0,0,18XAG04,3,1.94,0,0,0,0,0
468,3,9,9,12,2,4,0,2011,U07m,18XAG04,NA,0,,,,,,,,8,,0,0,0,0,0,0,0,0,0,0,18XAG04,18XAG04,0,2.5,8.4,0,0,6.8,0,0,18XAG04,3,2.21,0,0,0,0,0
469,3,9,9,5,4,1,0,2011,U07m,18XAG04,NA,0,,,,,,,,19,,0,0,0,0,0,0,0,0,0,0,18XAG04,18XAG04,0,0,0,0,0,0,0,7.6,18XAG04,1,0.95,0,0,0,0,0
470,3,9,9,6,4,1,0,2011,U07m,18XAG04,NA,0,,,,,,,,19,,0,0,0,0,0,0,0,0,0,0,18XAG04,18XAG04,0,0,0,0,0,0,0,0,18XAG04,0,0,,0,0,,0
471,3,9,9,7,4,1,0,2011,U07m,18XAG04,NA,0,,,,,,,,19,,0,0,0,0,0,0,0,0,0,0,18XAG04,18XAG04,0,0,0,0,0,0,0,0,18XAG04,0,0,,0,0,,0
472,3,9,9,8,4,1,0,2011,U07m,18XAG04,NA,0,,,,,,,,19,,0,0,0,0,0,0,0,0,0,0,18XAG04,18XAG04,0,0,0,0,0,7.9,0,0,18XAG04,1,0.99,0,0,0,0,0
473,3,9,9,9,6,3,0,2011,U07m,18XAG04,NA,0,,,,,,,,28,,0,0,0,0,0,0,0,0,0,0,18XAG04,18XAG04,0,0,0,0,0,0,0,0,18XAG04,0,0,,0,0,,0
474,3,9,9,10,6,3,0,2011,U07m,18XAG04,NA,0,,,,,,,,28,,0,0,0,0,0,0,0,0,0,0,18XAG04,18XAG04,0,0,0,0,0,0,0,0,18XAG04,0,0,,0,0,,0
475,3,9,9,11,6,3,0,2011,U07m,18XAG04,NA,0,,,,,,,,28,,0,0,0,0,0,0,0,0,0,0,18XAG04,18XAG04,0,0,0,0,0,0,0,0,18XAG04,0,0,,0,0,,0
476,3,9,9,12,6,3,0,2011,U07m,18XAG04,NA,0,,,,,,,,28,,0,0,0,0,0,0,0,0,0,0,18XAG04,18XAG04,0,0,0,7.7,0,0,0,0,18XAG04,1,0.96,0,0,0,0,0
477,3,9,9,5,8,2,0,2011,U07m,18XAG04,NA,0,,,,,,,,39,,0,0,0,0,0,0,0,0,0,0,18XAG04,18XAG04,0,0,7.2,7.3,0,0,0,7,18XAG04,3,2.69,0,0,0,0,0
478,3,9,9,6,8,2,0,2011,U07m,18XAG04,NA,0,,,,,,,,39,,0,0,0,0,0,0,0,0,0,0,18XAG04,18XAG04,0,7.2,7.3,6.3,0,0,0,0,18XAG04,3,2.6,0,0,0,0,0
479,3,9,9,7,8,2,0,2011,U07m,18XAG04,NA,0,,,,,,,,39,,0,0,0,0,0,0,0,0,0,0,18XAG04,18XAG04,0,7.3,6.3,7.7,0,0,0,0,18XAG04,3,2.66,0,0,0,0,0
480,3,9,9,8,8,2,0,2011,U07m,18XAG04,NA,0,,,,,,,,39,,0,0,0,0,0,0,0,0,0,0,18XAG04,18XAG04,0,6.3,7.7,0,0,0,0,0,18XAG04,2,1.75,0,0,0,0,0
481,3,9,9,5,3,1,0,2011,U07m,1XTE04,NA,0,,,,,,,,12,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,7.6,0,0,0,0,0,0,2.6,1XTE04,2,1.27,0,0,0,0,0
482,3,9,9,6,3,1,0,2011,U07m,1XTE04,NA,0,,,,,,,,12,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,0,0,0,0,0,0,0,0,1XTE04,0,0,,0,0,,0
483,3,9,9,7,3,1,0,2011,U07m,1XTE04,NA,0,,,,,,,,12,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,0,0,0,0,0,0,0,0,1XTE04,0,0,,0,0,,0
484,3,9,9,8,3,1,0,2011,U07m,1XTE04,NA,0,,,,,,,,12,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,0,0,0,0,7.9,0,0,0,1XTE04,1,0.99,0,0,0,0,0
485,3,9,9,13,6,3,0,2011,U07m,1XTE04,NA,0,,,,,,,,27,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,0,0,7.7,6.7,0,0,0,0,1XTE04,2,1.8,0,0,0,0,0
486,3,9,9,14,6,3,0,2011,U07m,1XTE04,NA,0,,,,,,,,27,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,0,7.7,6.7,7.3,0,0,0,0,1XTE04,3,2.71,0,0,0,0,0
487,3,9,9,15,6,3,0,2011,U07m,1XTE04,NA,0,,,,,,,,27,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,0,6.7,7.3,7.8,0,0,0,0,1XTE04,3,2.73,0,0,0,0,0
488,3,9,9,16,6,3,0,2011,U07m,1XTE04,NA,0,,,,,,,,27,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,0,7.3,7.8,0,0,0,0,0,1XTE04,2,1.89,0,0,0,0,0
489,3,9,9,1,8,2,0,2011,U07m,1XTE04,NA,0,,,,,,,,40,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,0,0,0,0,0,6.5,6.3,0,1XTE04,2,1.6,0,0,0,0,0
490,3,9,9,2,8,2,0,2011,U07m,1XTE04,NA,0,,,,,,,,40,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,0,0,0,0,0,6.2,6.5,6.3,1XTE04,3,2.38,0,0,0,0,0
491,3,9,9,3,8,2,0,2011,U07m,1XTE04,NA,0,,,,,,,,40,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,0,0,0,0,0,7,6.2,6.5,1XTE04,3,2.46,0,0,0,0,0
492,3,9,9,4,8,2,0,2011,U07m,1XTE04,NA,0,,,,,,,,40,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,0,0,0,7.2,0,0,7,6.2,1XTE04,3,2.55,0,0,0,0,0
493,3,9,9,9,1,4,0,2011,U07m,2XT4E04,NA,0,,,,,,,,3,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,0,0,0,0,0,0,0,2XT4E04,0,0,,0,0,,0
494,3,9,9,10,1,4,0,2011,U07m,2XT4E04,NA,0,,,,,,,,3,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,0,0,0,0,0,0,0,2XT4E04,0,0,,0,0,,0
495,3,9,9,11,1,4,0,2011,U07m,2XT4E04,NA,0,,,,,,,,3,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,0,0,0,0,0,0,0,2XT4E04,0,0,,0,0,,0
496,3,9,9,12,1,4,0,2011,U07m,2XT4E04,NA,0,,,,,,,,3,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,0,0,0,6.8,0,0,0,2XT4E04,1,0.85,0,0,0,0,0
497,3,9,9,5,5,1,0,2011,U07m,2XT4E04,NA,0,,,,,,,,22,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,0,0,0,0,0,0,0,2XT4E04,0,0,,0,0,,0
498,3,9,9,6,5,1,0,2011,U07m,2XT4E04,NA,0,,,,,,,,22,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,0,0,0,0,0,0,0,2XT4E04,0,0,,0,0,,0
499,3,9,9,7,5,1,0,2011,U07m,2XT4E04,NA,0,,,,,,,,22,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,0,0,0,0,0,0,0,2XT4E04,0,0,,0,0,,0
500,3,9,9,8,5,1,0,2011,U07m,2XT4E04,NA,0,,,,,,,,22,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,0,0,0,0,0,0,0,2XT4E04,0,0,,0,0,,0
501,3,9,9,5,7,2,0,2011,U07m,2XT4E04,NA,0,,,,,,,,32,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,7,0,0,0,0,0,0,0,2XT4E04,1,0.88,0,0,0,0,0
502,3,9,9,6,7,2,0,2011,U07m,2XT4E04,NA,0,,,,,,,,32,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,0,0,0,0,0,0,0,2XT4E04,0,0,,0,0,,0
503,3,9,9,7,7,2,0,2011,U07m,2XT4E04,NA,0,,,,,,,,32,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,0,0,0,0,0,0,0,2XT4E04,0,0,,0,0,,0
504,3,9,9,8,7,2,0,2011,U07m,2XT4E04,NA,0,,,,,,,,32,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,0,0,0,0,0,0,0,2XT4E04,0,0,,0,0,,0
505,3,9,9,9,10,3,0,2011,U07m,2XT4E04,NA,0,,,,,,,,48,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,8.1,0,4.4,0,0,0,7.7,2XT4E04,3,2.52,0,0,0,0,0
506,3,9,9,10,10,3,0,2011,U07m,2XT4E04,NA,0,,,,,,,,48,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,0,4.4,6.3,0,0,0,0,2XT4E04,2,1.34,0,0,0,0,0
507,3,9,9,11,10,3,0,2011,U07m,2XT4E04,NA,0,,,,,,,,48,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,4.4,6.3,7.6,0,0,0,0,2XT4E04,3,2.29,0,0,0,0,0
508,3,9,9,12,10,3,0,2011,U07m,2XT4E04,NA,0,,,,,,,,48,,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,6.3,7.6,4.4,0,5.9,0,0,2XT4E04,4,3.02,0,0,0,0,0
509,3,9,9,1,2,1,7.7,2011,U07m,80XAA04,1,0.323,7.7,,,,,,,10,,9,12.7,4.7,6.6,5.4,12.7,9,12.7,72.83,230.7,80XAA04,80XAA04,0,0,7.2,7.2,5.1,0,0,0,80XAA04,3,2.44,3.16,2.53,3.65,3.66,2.19
510,3,9,9,2,2,1,5.1,2011,U07m,80XAA04,1,0.142,5.1,,,,,,,10,,3.6,5.3,3.7,6.1,4.5,12.7,9,12.7,57.57,148.41,80XAA04,80XAA04,7.7,7.2,7.2,5.6,5.2,0,0,0,80XAA04,5,4.11,1.24,6.45,3.97,0.94,8.51
511,3,9,9,3,2,1,5.2,2011,U07m,80XAA04,1,0.147,5.2,,,,,,,10,,4.5,5.3,4.3,5.2,6,12.7,9,12.7,59.84,164.09,80XAA04,80XAA04,5.1,7.2,5.6,7.6,2.6,0,0,0,80XAA04,5,3.51,1.48,5.4,5.35,1.25,6.42
512,3,9,9,4,2,1,2.6,2011,U07m,80XAA04,1,0.037,2.6,,,,,,,10,,3,4,2.3,12.7,9,12.7,9,12.7,65.51,193.38,80XAA04,80XAA04,5.2,5.6,7.6,0,0,0,0,0,80XAA04,3,2.3,1.13,7.08,1.31,0.47,17.18
513,3,9,9,17,2,5,4.8,2011,U07m,80XAA04,2,0.124,3.7,3,,,,,,6,,9,12.7,3.9,5.7,4.5,12.7,9,5.2,62.81,169.17,80XAA04,80XAA04,0,0,6.2,5.9,4.8,0,0,6.9,80XAA04,4,2.98,1.61,4.96,3.28,1.28,6.25
