id,setid,longft,shortft,row,col,block,dbh,year,site,name,plot,ibap,iba,ibamai,batot,ht,stms,canker,nline,neline,eline,seline,sline,swline,wline,nwline,lineindex,areaindex,sname2,ndbh,nedbh,edbh,sedbh,sdbh,swdbh,wdbh,nwdbh,sname3,dbhc,dbha,dbhr,sdbhr1d,sdbhr2d,bar,sbar
329,8,9,9,14,4,5,NA,2012,U07m,84XAA04,17,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,84XAA04,4.7,2.8,5,6.7,6.8,5.6,6.7,6.2,84XAA04,8,5.56,0,0,0,0,0
330,8,9,9,15,4,5,6.8,2012,U07m,84XAA04,17,NA,NA,0.032,0.252,43.3,NA,NA,9,7.3,4.5,7.4,4.3,6.7,4.9,6.4,50.52,111.28,84XAA04,NA,5,6.7,4.9,7.6,6.2,5.6,6.7,84XAA04,7,5.34,1.27,6.28,7.98,1.39,5.76
331,8,9,9,16,4,5,7.6,2012,U07m,84XAA04,17,NA,NA,0.039,0.312,37.1,NA,NA,4.8,6.8,5.5,12.7,6.2,6.6,5,7.3,54.74,127.82,84XAA04,6.8,6.7,4.9,NA,3.5,7.1,6.2,5.6,84XAA04,7,5.1,1.49,5.37,9.63,1.87,4.29
332,8,9,9,17,4,5,3.5,2012,U07m,82XAA04,16,NA,NA,0.008,0.067,33.1,NA,NA,2.8,5.3,9,6.2,2.8,4.5,3,4.6,38.23,66.77,82XAA04,7.6,4.9,NA,3.7,7.6,6.4,7.1,6.2,82XAA04,7,5.44,0.64,12.43,4.19,0.35,23.1
333,8,9,9,18,4,5,7.6,2012,U07m,82XAA04,16,NA,NA,0.039,0.315,43.5,NA,NA,6.2,12.7,6.1,10.2,5.1,7.8,4.9,6.6,59.46,148.15,82XAA04,3.5,NA,3.7,1.9,5.9,4.8,6.4,7.1,82XAA04,7,4.16,1.83,4.38,13.35,2.58,3.1
334,8,9,9,19,4,5,5.9,2012,U07m,82XAA04,16,NA,NA,0.023,0.187,43.8,NA,NA,3.9,7.8,6.8,12.7,4.6,6,5,6.1,52.94,120.41,82XAA04,7.6,3.7,1.9,NA,5.7,6.6,4.8,6.4,82XAA04,7,4.59,1.29,6.22,9.56,1.29,6.18
335,8,9,9,20,4,5,5.7,2012,U07m,82XAA04,16,NA,NA,0.022,0.177,40.4,NA,NA,4.4,9.5,9,5.8,4,5.1,4.2,6.9,49,107.88,82XAA04,5.9,1.9,NA,6.8,7,8.5,6.6,4.8,82XAA04,7,5.19,1.1,7.28,8.34,0.95,8.39
336,8,9,9,21,4,NA,7,2012,U07m,NM6,NA,191%,0.176,0.033,0.267,46,NA,NA,5,12.7,4.6,12.7,9,12.7,4.1,6.6,67.33,183.6,NM6,5.7,NA,6.8,NA,NA,NA,8.5,6.6,NM6,4,3.45,2.03,3.94,4.14,2.02,3.97
337,8,9,9,1,5,1,2.7,2012,U07m,81XAA04,21,NA,NA,0.005,0.04,26.8,NA,NA,9,12.7,2.1,3.7,2.6,5,9,12.7,56.77,157.38,81XAA04,NA,NA,8.9,6.7,6.7,4.2,NA,NA,81XAA04,4,3.31,0.82,9.81,1.75,0.31,25.6
338,8,9,9,2,5,1,6.7,2012,U07m,81XAA04,21,NA,NA,0.031,0.245,39.5,NA,NA,6.4,5.5,4.5,6.7,5.3,12.7,5.5,12.7,59.37,146.79,81XAA04,2.7,8.9,6.7,6,4.7,NA,4.2,NA,81XAA04,6,4.15,1.61,4.96,8.37,1.73,4.61
339,8,9,9,3,5,1,4.7,2012,U07m,81XAA04,21,NA,NA,0.015,0.12,39.8,NA,NA,3.7,5.2,4,12.7,2.9,12.7,9,6.7,57.01,128.97,81XAA04,6.7,6.7,6,NA,9.8,NA,NA,4.2,81XAA04,5,4.17,1.13,7.11,3.78,0.74,10.84
340,8,9,9,4,5,1,9.8,2012,U07m,81XAA04,21,NA,NA,0.066,0.528,37.6,NA,NA,6.1,7.9,9,8.1,9,7.8,9,12.7,69.6,211.13,81XAA04,4.7,6,NA,5.6,NA,6.2,NA,NA,81XAA04,4,2.81,3.48,2.3,7.05,6.01,1.33
341,8,9,9,5,5,1,NA,2012,U07m,2XT4E04,22,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2XT4E04,9.8,NA,5.6,7.7,NA,5.6,6.2,NA,2XT4E04,5,4.36,0,0,0,0,0
342,8,9,9,6,5,1,NA,2012,U07m,2XT4E04,22,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2XT4E04,NA,5.6,7.7,6.6,NA,3.6,5.6,6.2,2XT4E04,6,4.41,0,0,0,0,0
343,8,9,9,7,5,1,NA,2012,U07m,2XT4E04,22,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2XT4E04,NA,7.7,6.6,5.3,NA,6.4,3.6,5.6,2XT4E04,6,4.4,0,0,0,0,0
344,8,9,9,8,5,1,NA,2012,U07m,2XT4E04,22,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2XT4E04,NA,6.6,5.3,2.5,4.6,1.8,6.4,3.6,2XT4E04,7,3.85,0,0,0,0,0
345,8,9,9,9,5,4,4.6,2012,U07m,84XAA04,23,NA,NA,0.014,0.115,37.8,NA,NA,9,5.9,5.8,5.2,4.8,8,6.5,5.3,50.55,111.61,84XAA04,NA,5.3,2.5,6.7,4,2.7,1.8,6.4,84XAA04,7,3.67,1.25,6.39,9.52,1.15,6.93
346,8,9,9,10,5,4,4,2012,U07m,84XAA04,23,NA,NA,0.011,0.086,37.4,NA,NA,4.2,7.8,3.4,10,2.9,12.7,5.4,8.8,55.1,109.57,84XAA04,4.6,2.5,6.7,1.1,8.6,NA,2.7,1.8,84XAA04,7,3.5,1.14,7,10.87,0.81,9.87
347,8,9,9,11,5,4,8.6,2012,U07m,84XAA04,23,NA,NA,0.05,0.401,42.1,NA,NA,6.1,7.2,8,8,4.9,12.7,9,9.7,65.61,186.73,84XAA04,4,6.7,1.1,5.1,7.1,NA,NA,2.7,84XAA04,6,3.34,2.58,3.1,17.33,4.06,1.97
348,8,9,9,12,5,4,7.1,2012,U07m,84XAA04,23,NA,NA,0.034,0.275,43.2,NA,NA,4.1,11,5.2,12.7,6.5,7.7,9,12.7,68.9,189.54,84XAA04,8.6,1.1,5.1,NA,2.8,4.7,NA,NA,84XAA04,5,2.79,2.55,3.14,12.72,3.08,2.6
349,8,9,9,13,5,5,2.8,2012,U07m,17XGA04,24,NA,NA,0.005,0.043,32.9,NA,NA,2.5,4.5,9,12.7,3.2,12.7,3.4,12.7,60.83,129.69,17XGA04,7.1,5.1,NA,NA,5,NA,4.7,NA,17XGA04,4,2.74,1.02,7.82,2.1,0.51,15.75
350,8,9,9,14,5,5,5,2012,U07m,17XGA04,24,NA,NA,0.017,0.134,35.5,NA,NA,5.8,12.7,9,12.7,3.8,5.4,9,6.6,65.03,183.02,17XGA04,2.8,NA,NA,NA,6.7,6.8,NA,4.7,17XGA04,4,2.63,1.9,4.2,4.33,1.65,4.84
351,8,9,9,15,5,5,6.7,2012,U07m,17XGA04,24,NA,NA,0.031,0.245,39.3,NA,NA,5.2,12.7,9,8.9,5.2,6,4.5,12.7,64.12,171.95,17XGA04,5,NA,NA,2.9,4.9,7.6,6.8,NA,17XGA04,5,3.4,1.97,4.06,6.88,2.22,3.6
352,8,9,9,16,5,5,4.9,2012,U07m,17XGA04,24,NA,NA,0.017,0.133,36.6,NA,NA,3.8,12.7,5.7,6.8,9,7.4,3.5,5.3,54.25,124.37,17XGA04,6.7,NA,2.9,4.3,NA,3.5,7.6,6.8,17XGA04,6,3.98,1.23,6.49,6.33,1.02,7.83
353,8,9,9,17,5,5,NA,2012,U07m,85XAA04,25,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,85XAA04,4.9,2.9,4.3,6.1,3.7,7.6,3.5,7.6,85XAA04,8,5.08,0,0,0,0,0
354,8,9,9,18,5,5,3.7,2012,U07m,85XAA04,25,NA,NA,0.009,0.075,38.3,NA,NA,9,5.9,3.4,5.1,5.9,4.9,2.9,6.5,43.69,85.58,85XAA04,NA,4.3,6.1,5.6,1.9,5.9,7.6,3.5,85XAA04,7,4.36,0.85,9.43,6.25,0.56,14.28
355,8,9,9,19,5,5,1.9,2012,U07m,85XAA04,25,NA,NA,0.002,0.02,21.8,NA,NA,3.1,3,2.3,2.8,9,3.2,2.2,2.5,28.09,34.23,85XAA04,3.7,6.1,5.6,6.7,NA,5.7,5.9,7.6,85XAA04,7,5.16,0.37,21.74,2.35,0.11,69.86
356,8,9,9,20,5,5,NA,2012,U07m,85XAA04,25,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,85XAA04,1.9,5.6,6.7,7.3,6.8,7,5.7,5.9,85XAA04,8,5.86,0,0,0,0,0
357,8,9,9,21,5,NA,6.8,2012,U07m,NM6,NA,21%,0.044,0.032,0.252,34.9,NA,NA,9,6.4,4.3,12.7,9,12.7,4.4,6.9,65.57,183.62,NM6,NA,6.7,7.3,NA,NA,NA,7,5.7,NM6,4,3.34,2.04,3.93,4.11,2.06,3.89
358,8,9,9,1,6,2,8.9,2012,U07m,81XAA04,30,NA,NA,0.055,0.437,42.6,NA,NA,9,12.7,4.9,6.8,5.1,7.3,6.9,12.7,65.53,189.55,81XAA04,NA,NA,7.3,7.7,6.7,6.7,2.7,NA,81XAA04,5,3.89,2.29,3.49,8.33,3.02,2.65
359,8,9,9,2,6,2,6.7,2012,U07m,81XAA04,30,NA,NA,0.031,0.245,43,NA,NA,3.9,6.1,4.2,6.5,4.7,7.5,4.5,9.1,46.4,89.04,81XAA04,8.9,7.3,7.7,6.5,6,4.7,6.7,2.7,81XAA04,8,6.31,1.06,7.54,9.6,1.04,7.67
360,8,9,9,3,6,2,6,2012,U07m,81XAA04,30,NA,NA,0.025,0.196,41.4,NA,NA,4.3,5.6,4.3,5.5,9,4.8,5,6,44.57,86.73,81XAA04,6.7,7.7,6.5,7.8,NA,9.8,4.7,6.7,81XAA04,7,6.24,0.96,8.32,6.15,0.78,10.29
361,8,9,9,4,6,2,NA,2012,U07m,81XAA04,30,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,81XAA04,6,6.5,7.8,NA.8,5.6,NA,9.8,4.7,81XAA04,7,5.15,0,0,0,0,0
362,8,9,9,5,6,2,5.6,2012,U07m,82XAA04,29,NA,NA,0.021,0.171,33.1,NA,NA,9,5.3,7.9,12.7,3.8,12.7,9,4.6,65.07,171.23,82XAA04,NA,7.8,NA.8,NA,7.7,NA,NA,9.8,82XAA04,4,3.26,1.72,4.66,9.02,1.16,6.91
363,8,9,9,6,6,2,7.7,2012,U07m,82XAA04,29,NA,NA,0.041,0.327,37.5,NA,NA,5.2,11.5,9,8.7,4.8,12.7,9,12.7,73.72,226.64,82XAA04,5.6,NA.8,NA,3.6,6.6,NA,NA,NA,82XAA04,4,2.08,3.71,2.16,14.31,5.36,1.49
364,8,9,9,7,6,2,6.6,2012,U07m,82XAA04,29,NA,NA,0.03,0.24,36.4,NA,NA,4.2,12.7,5.8,8.8,5,12.7,9,12.7,70.9,200.51,82XAA04,7.7,NA,3.6,3,5.3,NA,NA,NA,82XAA04,4,2.45,2.69,2.97,6.14,3.19,2.51
365,8,9,9,8,6,2,5.3,2012,U07m,82XAA04,29,NA,NA,0.019,0.152,43.1,NA,NA,4,7.6,5.7,6.7,6.1,6.8,9,12.7,58.74,149.39,82XAA04,6.6,3.6,3,4.7,2.5,4.6,NA,NA,82XAA04,6,3.13,1.7,4.72,8.44,1.95,4.09
366,8,9,9,9,6,3,2.5,2012,U07m,18XAG04,28,NA,NA,0.004,0.034,25.4,NA,NA,2.9,5.8,3.1,5,2.4,4.9,3.2,12.7,40,59.04,18XAG04,5.3,3,4.7,3.9,6.7,4,4.6,NA,18XAG04,7,4.02,0.62,12.88,4.02,0.32,25.03
367,8,9,9,10,6,3,6.7,2012,U07m,18XAG04,28,NA,NA,0.031,0.245,47.6,NA,NA,6.6,7.5,5.7,6.9,7.7,5.6,5.6,7.5,53.09,123.87,18XAG04,2.5,4.7,3.9,5.7,1.1,8.6,4,4.6,18XAG04,8,4.39,1.53,5.24,17,1.91,4.2
368,8,9,9,11,6,3,1.1,2012,U07m,18XAG04,28,NA,NA,0.001,0.007,9.8,NA,NA,1.3,2.8,1.5,12.7,1.6,1.7,1,2.7,25.32,20.24,18XAG04,6.7,3.9,5.7,NA,5.1,7.1,8.6,4,18XAG04,7,5.14,0.21,37.36,1.41,0.04,214.02
369,8,9,9,12,6,3,5.1,2012,U07m,18XAG04,28,NA,NA,0.018,0.142,44.4,NA,NA,7.4,6,9,4.8,9,8.2,3.8,4.7,52.94,121.24,18XAG04,1.1,5.7,NA,8.4,NA,2.8,7.1,8.6,18XAG04,6,4.21,1.21,6.61,9.27,0.88,9.09
370,8,9,9,13,6,3,NA,2012,U07m,1XTE04,27,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1XTE04,5.1,NA,8.4,7.2,NA,5,2.8,7.1,1XTE04,6,4.45,0,0,0,0,0
371,8,9,9,14,6,3,NA,2012,U07m,1XTE04,27,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1XTE04,NA,8.4,7.2,7.5,NA,6.7,5,2.8,1XTE04,6,4.7,0,0,0,0,0
372,8,9,9,15,6,3,NA,2012,U07m,1XTE04,27,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1XTE04,NA,7.2,7.5,8.8,2.9,4.9,6.7,5,1XTE04,7,5.38,0,0,0,0,0
373,8,9,9,16,6,3,2.9,2012,U07m,1XTE04,27,NA,NA,0.006,0.046,34.7,NA,NA,9,3.5,2.2,12.7,3.6,12.7,3.3,3.8,51.05,88.6,1XTE04,NA,7.5,8.8,NA,4.3,NA,4.9,6.7,1XTE04,5,4.03,0.72,11.1,2.42,0.3,26.29
374,8,9,9,17,6,6,4.3,2012,U07m,82XAA04,26,NA,NA,0.013,0.101,34.7,NA,NA,5.4,4.2,9,6,3.7,6.8,9,5.9,50.08,109.29,82XAA04,2.9,8.8,NA,4.8,6.1,3.7,NA,4.9,82XAA04,6,3.9,1.1,7.26,5.61,0.8,9.94
375,8,9,9,18,6,6,6.1,2012,U07m,82XAA04,26,NA,NA,0.025,0.202,37.4,NA,NA,5.3,12.7,5,7.3,4.7,9.7,5.6,12.7,63.1,155.9,82XAA04,4.3,NA,4.8,4.5,5.6,1.9,3.7,NA,82XAA04,6,3.1,1.97,4.07,9.99,2.7,2.97
376,8,9,9,19,6,6,5.6,2012,U07m,82XAA04,26,NA,NA,0.021,0.171,35.5,NA,NA,4.3,6.9,5,5.4,4.1,12.7,6.7,7.7,52.8,118.57,82XAA04,6.1,4.8,4.5,7.5,6.7,NA,1.9,3.7,82XAA04,7,4.4,1.27,6.29,9.37,1.26,6.34
377,8,9,9,20,6,6,6.7,2012,U07m,82XAA04,26,NA,NA,0.03,0.242,34.6,NA,NA,4.9,7.6,4.2,8.7,4.3,6.3,9,9.9,55,129.4,82XAA04,5.6,4.5,7.5,3.1,7.3,6.8,NA,1.9,82XAA04,7,4.59,1.46,5.48,11.17,1.63,4.91
378,8,9,9,21,6,NA,7.3,2012,U07m,NM6,NA,122%,0.162,0.037,0.294,32,NA,NA,4.7,6.3,6.3,12.7,9,12.7,4.7,12.7,69.13,196.92,NM6,6.7,7.5,3.1,NA,NA,NA,6.8,NA,NM6,4,3.01,2.42,3.3,5.49,2.72,2.95
379,8,9,9,1,7,2,7.3,2012,U07m,83XAA04,31,35%,0.076,0.037,0.294,39.6,NA,NA,9,12.7,6.8,12.7,4.4,6.6,4.1,12.7,69.03,199.71,83XAA04,NA,NA,2.4,NA,7.7,6.7,8.9,NA,83XAA04,4,3.21,2.27,3.52,5.9,2.25,3.55
380,8,9,9,2,7,2,7.7,2012,U07m,83XAA04,31,39%,0.09,0.04,0.32,41.3,NA,NA,4.6,9.7,9,10.7,4.9,7.2,4.8,5.9,56.73,143.21,83XAA04,7.3,2.4,NA,1.5,6.5,6,6.7,8.9,83XAA04,7,4.91,1.57,5.1,13.88,1.8,4.45
381,8,9,9,3,7,2,6.5,2012,U07m,83XAA04,31,10%,0.021,0.029,0.23,40.5,NA,NA,4.1,12.7,7.3,9.3,4.1,12.7,4.7,6.3,61.22,147.89,83XAA04,7.7,NA,1.5,2.4,7.8,NA,6,6.7,83XAA04,6,4.01,1.62,4.94,10.77,1.62,4.95
382,8,9,9,4,7,2,7.8,2012,U07m,83XAA04,31,24%,0.065,0.041,0.332,41.2,NA,NA,4.9,10.7,6.9,7.4,8.2,7.4,9,7.2,61.59,163.95,83XAA04,6.5,1.5,2.4,5.7,NA.8,5.6,NA,6,83XAA04,7,3.56,2.19,3.65,23.46,3.23,2.48
383,8,9,9,5,7,2,0.8,2012,U07m,2XT4E04,32,NA,NA,0,0.003,NA,NA,NA,0.8,3.2,1.1,3,9,1.2,1.1,12.7,32.17,26.01,2XT4E04,7.8,2.4,5.7,2.6,NA,7.7,5.6,NA,2XT4E04,6,3.97,0.2,39.75,1.13,0.03,307.03
384,8,9,9,6,7,2,NA,2012,U07m,2XT4E04,32,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2XT4E04,NA.8,5.7,2.6,2.2,3.6,6.6,7.7,5.6,2XT4E04,8,4.35,0,0,0,0,0
385,8,9,9,7,7,2,3.6,2012,U07m,2XT4E04,32,NA,NA,0.009,0.071,34.7,NA,NA,9,7.4,5.6,5.1,4.9,5.1,3.2,4.1,44.41,89.39,2XT4E04,NA,2.6,2.2,5.3,3,5.3,6.6,7.7,2XT4E04,7,4.09,0.88,9.08,6.59,0.58,13.86
386,8,9,9,8,7,2,3,2012,U07m,2XT4E04,32,NA,NA,0.006,0.051,33.8,NA,NA,4.1,7.3,3.3,3.9,3.5,6.9,3.3,4,36.3,55.39,2XT4E04,3.6,2.2,5.3,6.7,4.7,2.5,5.3,6.6,2XT4E04,8,4.61,0.65,12.3,6.07,0.38,21.2
387,8,9,9,9,7,3,4.7,2012,U07m,17XGA04,33,NA,NA,0.015,0.119,35,NA,NA,5.5,6,3.7,5.8,4.9,5.2,5.9,6,43.02,81.25,17XGA04,3,5.3,6.7,5.6,3.9,6.7,2.5,5.3,17XGA04,8,4.88,0.96,8.3,8.67,0.85,9.41
388,8,9,9,10,7,3,3.9,2012,U07m,17XGA04,33,NA,NA,0.01,0.083,39,NA,NA,4.1,4.7,3.7,4.6,3.7,9.9,3.3,7.8,41.71,69.55,17XGA04,4.7,6.7,5.6,6.9,5.7,1.1,6.7,2.5,17XGA04,8,4.99,0.78,10.23,9.05,0.53,15.17
389,8,9,9,11,7,3,5.7,2012,U07m,17XGA04,33,NA,NA,0.022,0.175,38.1,NA,NA,5.3,6.4,4.1,6.4,9,6.7,7.5,5.9,51.37,116.99,17XGA04,3.9,5.6,6.9,5.6,NA,5.1,1.1,6.7,17XGA04,7,4.36,1.31,6.12,11.47,1.32,6.08
390,8,9,9,12,7,3,NA,2012,U07m,17XGA04,33,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,17XGA04,5.7,6.9,5.6,6,8.4,NA,5.1,1.1,17XGA04,7,4.85,0,0,0,0,0
391,8,9,9,13,7,3,8.4,2012,U07m,83XAA04,34,20%,0.064,0.048,0.383,46.8,NA,NA,9,7.6,5.3,7.9,4.8,12.7,9,7.9,64.24,179.24,83XAA04,NA,5.6,6,5.2,7.2,NA,NA,5.1,83XAA04,5,3.64,2.31,3.46,7.33,3.28,2.44
392,8,9,9,14,7,3,7.2,2012,U07m,83XAA04,34,14%,0.034,0.035,0.28,41.7,NA,NA,4.2,6.9,5.2,12.7,4.4,12.7,9,12.7,67.91,185.9,83XAA04,8.4,6,5.2,NA,7.5,NA,NA,NA,83XAA04,4,3.39,2.13,3.76,4.4,2.18,3.66
393,8,9,9,15,7,3,7.5,2012,U07m,83XAA04,34,5%,0.015,0.038,0.305,44.5,NA,NA,4.6,7.5,9,8.7,4.1,9.2,9,12.7,64.83,180.25,83XAA04,7.2,5.2,NA,3.5,8.8,2.9,NA,NA,83XAA04,5,3.45,2.17,3.68,8.07,2.54,3.15
394,8,9,9,16,7,3,8.8,2012,U07m,83XAA04,34,29%,0.096,0.053,0.426,42.7,NA,NA,4.9,12.7,6.4,7.7,9,8.6,6.8,12.7,68.8,193,83XAA04,7.5,NA,3.5,5.7,NA,4.3,2.9,NA,83XAA04,5,2.99,2.95,2.72,10.31,4.84,1.65
395,8,9,9,17,7,6,NA,2012,U07m,81XAA04,35,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,81XAA04,8.8,3.5,5.7,6.2,4.8,6.1,4.3,2.9,81XAA04,8,5.29,0,0,0,0,0
396,8,9,9,18,7,6,4.8,2012,U07m,81XAA04,35,NA,NA,0.016,0.126,36.5,NA,NA,9,5.8,3.9,12.7,4.6,5.9,4,6.7,52.67,113.82,81XAA04,NA,5.7,6.2,NA,4.5,5.6,6.1,4.3,81XAA04,6,4.05,1.19,6.75,5.44,1.03,7.74
397,8,9,9,19,7,6,4.5,2012,U07m,81XAA04,35,NA,NA,0.014,0.109,36.1,NA,NA,4.4,5.4,9,6.7,3.4,5.1,4,5.4,43.27,83.75,81XAA04,4.8,6.2,NA,4.1,7.5,6.7,5.6,6.1,81XAA04,7,5.13,0.88,9.11,5.57,0.65,12.25
398,8,9,9,20,7,6,7.5,2012,U07m,81XAA04,35,NA,NA,0.038,0.304,48.7,NA,NA,5.6,12.7,5.8,9,6.4,6.4,4.8,7.3,58.04,142.4,81XAA04,4.5,NA,4.1,3.1,3.1,7.3,6.7,5.6,81XAA04,7,4.3,1.74,4.59,11.82,2.42,3.3
399,8,9,9,21,7,NA,3.1,2012,U07m,85XAA04,NA,32%,0.013,0.007,0.052,44,NA,NA,2.6,5.5,4.5,12.7,9,12.7,2.7,4,53.78,134.71,85XAA04,7.5,4.1,3.1,NA,NA,NA,7.3,6.7,85XAA04,5,3.59,0.86,9.26,3.06,0.43,18.82
400,8,9,9,1,8,2,2.4,2012,U07m,1XTE04,40,NA,NA,0.004,0.031,26.4,NA,NA,9,12.7,9,7.1,9,3,2.2,12.7,64.81,188.73,1XTE04,NA,NA,NA,1.9,NA,7.7,7.3,NA,1XTE04,3,2.11,1.14,7.04,1.9,0.4,20.17
401,8,9,9,2,8,2,NA,2012,U07m,1XTE04,40,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1XTE04,2.4,NA,1.9,NA,1.5,6.5,7.7,7.3,1XTE04,6,3.41,0,0,0,0,0
402,8,9,9,3,8,2,1.5,2012,U07m,1XTE04,40,NA,NA,0.002,0.012,18.2,NA,NA,9,5.6,9,12.7,3.5,2.1,1.7,2.1,45.62,103.39,1XTE04,NA,1.9,NA,NA,2.4,7.8,6.5,7.7,1XTE04,5,3.29,0.46,17.53,2.03,0.1,76.33
403,8,9,9,4,8,2,2.4,2012,U07m,1XTE04,40,NA,NA,0.004,0.031,26.3,NA,NA,5.5,12.7,9,3,2.7,9.5,2.1,3.4,48.02,103.21,1XTE04,1.5,NA,NA,7.8,5.7,NA.8,7.8,6.5,1XTE04,6,3.76,0.64,12.54,6.01,0.23,34.6
404,8,9,9,5,8,2,5.7,2012,U07m,18XAG04,39,NA,NA,0.022,0.177,40.4,NA,NA,6.3,12.7,3.8,5.3,6.2,12.7,7.9,5.4,60.37,154.78,18XAG04,2.4,NA,7.8,7.9,2.6,NA,NA.8,7.8,18XAG04,6,3.66,1.56,5.14,13.88,1.32,6.07
405,8,9,9,6,8,2,2.6,2012,U07m,18XAG04,39,NA,NA,0.005,0.037,25.4,NA,NA,2.8,3.2,2.2,3.4,4.9,5.3,9,9.7,40.55,81.02,18XAG04,5.7,7.8,7.9,7.2,2.2,3.6,NA,NA.8,18XAG04,7,4.4,0.59,13.54,6.63,0.24,33.43
406,8,9,9,7,8,2,2.2,2012,U07m,18XAG04,39,NA,NA,0.003,0.026,20.5,NA,NA,4.1,2.8,2.1,2.6,2.6,5.4,3.4,12.7,35.74,55.87,18XAG04,2.6,7.9,7.2,8.7,5.3,3,3.6,NA,18XAG04,7,4.79,0.46,17.41,3.44,0.16,50.98
407,8,9,9,8,8,2,5.3,2012,U07m,18XAG04,39,NA,NA,0.019,0.154,42.2,NA,NA,6.4,5.4,3.4,6.7,4,6.7,5.7,7.6,45.89,91.7,18XAG04,2.2,7.2,8.7,4.8,6.7,4.7,3,3.6,18XAG04,8,5.11,1.04,7.72,10.02,0.92,8.7
408,8,9,9,9,8,3,6.7,2012,U07m,82XAA04,38,NA,NA,0.031,0.246,41.3,NA,NA,5,5.5,5.2,6.5,4.9,8,5.3,8.8,49.29,104.33,82XAA04,5.3,8.7,4.8,6.5,5.6,3.9,4.7,3,82XAA04,8,5.31,1.26,6.34,11.03,1.46,5.5
409,8,9,9,10,8,3,5.6,2012,U07m,82XAA04,38,NA,NA,0.021,0.171,37.3,NA,NA,4.1,6.9,4.2,7.9,4,6.3,5.3,6.9,45.6,86.8,82XAA04,6.7,4.8,6.5,3.4,6.9,5.7,3.9,4.7,82XAA04,8,5.33,1.05,7.61,8.93,1.05,7.63
410,8,9,9,11,8,3,6.9,2012,U07m,82XAA04,38,NA,NA,0.032,0.257,39.4,NA,NA,5,6.6,6,8.1,5,12.7,4.9,8.1,56.44,130.09,82XAA04,5.6,6.5,3.4,3.9,5.6,NA,5.7,3.9,82XAA04,7,4.33,1.6,5.01,10.3,2.12,3.77
411,8,9,9,12,8,3,5.6,2012,U07m,82XAA04,38,NA,NA,0.021,0.171,39.5,NA,NA,4,7.9,5.3,5.8,4.3,5.1,9,6.3,47.84,99.16,82XAA04,6.9,3.4,3.9,6.6,6,8.4,NA,5.7,82XAA04,7,5.11,1.1,7.3,7.33,0.98,8.19
412,8,9,9,13,8,3,6,2012,U07m,81XAA04,37,NA,NA,0.025,0.197,43.4,NA,NA,4.7,7.7,4.3,6.3,4.8,5.8,3.7,12.7,50,99.9,81XAA04,5.6,3.9,6.6,6.2,5.2,7.2,8.4,NA,81XAA04,7,5.39,1.11,7.18,7.19,1.04,7.72
413,8,9,9,14,8,3,5.2,2012,U07m,81XAA04,37,NA,NA,0.018,0.147,43.9,NA,NA,4.2,5.6,4.1,5.8,9,5.2,3.8,4.9,42.5,80.31,81XAA04,6,6.6,6.2,6.3,NA,7.5,7.2,8.4,81XAA04,7,6.03,0.86,9.27,5.35,0.64,12.44
414,8,9,9,15,8,3,NA,2012,U07m,81XAA04,37,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,81XAA04,5.2,6.2,6.3,3.8,3.5,8.8,7.5,7.2,81XAA04,8,6.06,0,0,0,0,0
415,8,9,9,16,8,3,3.5,2012,U07m,81XAA04,37,NA,NA,0.008,0.067,31.4,NA,NA,9,4.5,4.3,4,3.4,12.7,2.6,4,44.64,75.87,81XAA04,NA,6.3,3.8,7.6,5.7,NA,8.8,7.5,81XAA04,6,4.96,0.71,11.34,3.42,0.35,22.7
416,8,9,9,17,8,6,5.7,2012,U07m,84XAA04,36,NA,NA,0.022,0.177,39.9,NA,NA,5.6,7.6,3.9,6.7,4.3,6.9,9,5,49.01,103.17,84XAA04,3.5,3.8,7.6,5.1,6.2,4.8,NA,8.8,84XAA04,7,4.97,1.15,6.98,7.75,1.04,7.68
